fp.3.Luci_03G08.ctg.ctg7180000034479 fp.2.Luci_02H12.ctg.ctg7180000019811
fp.3.Luci_01A12.ctg.ctg7180000028114 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_81B06.ctg.ctg7180000091417 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_01D03.ctg.ctg7180000610681 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_52D08.ctg.ctg7180000334592 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_17A03.ctg.ctg7180000102847 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_16F06.ctg.ctg7180000152391 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_63K07.ctg.ctg7180000492493 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_03G06.ctg.ctg7180000025531 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_01C03.ctg.ctg7180000069405 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_22H05.ctg.ctg7180000615179 fp.2.Luci_02H12.ctg.ctg7180000019733
fp.3.Luci_81B04.ctg.ctg7180000122852 fp.2.Luci_02H12.ctg.ctg7180000020020
fp.3.Luci_18B11.ctg.ctg7180000388036 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_05B04.ctg.ctg7180000113955 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_03D09.ctg.jtg7180000181079f_7180000181080f fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_12F11.ctg.jtg7180000162952f_7180000127328f_7180000162953f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.2.Luci_81F01.ctg.ctg7180000255462 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_13C06.ctg.ctg7180000174745 fp.2.Luci_02H12.ctg.ctg7180000019945
fp.3.Luci_19G01.ctg.jtg7180000240980f_7180000227597f_7180000240981f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_01H12.ctg.ctg7180000021277 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_01G02.ctg.ctg7180000029080 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.2.Luci_18G05.ctg.ctg7180000252513 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02A03.ctg.ctg7180000037056 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_17E03.ctg.ctg7180000110689 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_05H08.ctg.ctg7180000048467 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_81E03.ctg.ctg7180000382096 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_81B04.ctg.ctg7180000088237 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_02A03.ctg.ctg7180000036917 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_23D01.ctg.ctg7180000359601 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_04H08.ctg.ctg7180000104227 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_20E10.ctg.ctg7180000284584 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_02G11.ctg.ctg7180000110266 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_02G05.ctg.ctg7180000052625 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_05H08.ctg.ctg7180000047292 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_02F11.ctg.ctg7180000045987 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_01C10.ctg.ctg7180000052282 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_10E09.ctg.ctg7180000184233 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_01F12.ctg.ctg7180000091285 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_01H04.ctg.ctg7180000363178 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_12E08.ctg.ctg7180000137689 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_04H09.ctg.jtg7180000100054r_7180000145078f fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_12C04.ctg.jtg7180000168184f_7180000168185f fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_21C02.ctg.ctg7180000241914 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_99A05.ctg.ctg7180000129218 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_07G03.ctg.ctg7180000055036 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_18A03.ctg.ctg7180000114218 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_22B03.ctg.ctg7180000213982 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_11F06.ctg.ctg7180000220933 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_04G10.ctg.ctg7180000164146 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_03D02.ctg.jtg7180000050903f_7180000059869f fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_14E01.ctg.jtg7180000278653f_7180000278654f fp.2.Luci_02H12.ctg.ctg7180000019830
fp.3.Luci_51F04.ctg.jtg7180000612142f_7180000450896f fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_04A02.ctg.ctg7180000141178 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05A05.ctg.ctg7180000120857 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_22B02.ctg.ctg7180000456684 fp.2.Luci_02H12.ctg.ctg7180000020513
fp.3.Luci_03A06.ctg.ctg7180000025738 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_15A03.ctg.ctg7180000267063 fp.2.Luci_02H12.ctg.ctg7180000020001
fp.3.Luci_05G09.ctg.ctg7180000026660 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_13G07.ctg.ctg7180000119460 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_07F06.ctg.ctg7180000195526 fp.2.Luci_02H12.ctg.ctg7180000019923
fp.3.Luci_01F10.ctg.ctg7180000028995 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_51F06.ctg.jtg7180000262034r_7180000269197f fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_64K05.ctg.ctg7180000503852 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_14H09.ctg.ctg7180000227850 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_05H05.ctg.ctg7180000063275 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_05G02.ctg.ctg7180000089282 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_52H04.ctg.ctg7180000389688 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_01A12.ctg.ctg7180000030031 fp.2.Luci_02H12.ctg.ctg7180000019743
fp.3.Luci_01H02.ctg.ctg7180000079833 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_81B04.ctg.jtg7180000095330r_7180000126732f fp.2.Luci_02H12.ctg.ctg7180000020154
fp.3.Luci_81C01.ctg.ctg7180000102973 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_12F11.ctg.jtg7180000124105f_7180000129110r_7180000124177f_7180000157760f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_21D07.ctg.ctg7180000234475 fp.2.Luci_02H12.ctg.ctg7180000019879
fp.3.Luci_04A11.ctg.ctg7180000116241 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_19E05.ctg.ctg7180000231977 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_04A10.ctg.jtg7180000091985r_7180000064716r fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_81B05.ctg.ctg7180000063625 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.2.Luci_18E09.ctg.ctg7180000217356 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_04B01.ctg.ctg7180000128985 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_04H05.ctg.ctg7180000154377 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_17E12.ctg.ctg7180000128010 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_09B03.ctg.ctg7180000104208 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_21C02.ctg.ctg7180000232069 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_23E06.ctg.ctg7180000162130 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_05G03.ctg.jtg7180000113724f_7180000074138f_7180000113725f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_21C02.ctg.ctg7180000309731 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_20F03.ctg.ctg7180000270889 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_64K08.ctg.ctg7180001450601 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_01B09.ctg.ctg7180000042340 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_01D03.ctg.ctg7180000608013 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05G02.ctg.ctg7180000089255 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_01E09.ctg.ctg7180000137875 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_06A08.ctg.ctg7180000085039 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_19D11.ctg.ctg7180000227115 fp.2.Luci_02H12.ctg.ctg7180000020193
fp.3.Luci_11G09.ctg.ctg7180000080079 fp.2.Luci_02H12.ctg.ctg7180000019628
fp.3.Luci_16F06.ctg.jtg7180000135146r_7180000150273f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_63K07.ctg.ctg7180000493346 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_02H04.ctg.ctg7180000031671 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_11D08.ctg.ctg7180000219416 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_23E05.ctg.ctg7180000092032 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_05H10.ctg.jtg7180000108895f_7180000108896f fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_52C12.ctg.ctg7180000845973 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_21A01.ctg.ctg7180000273625 fp.2.Luci_02H12.ctg.ctg7180000020125
fp.3.Luci_62K07.ctg.ctg7180000314762 fp.2.Luci_02H12.ctg.ctg7180000020510
fp.3.Luci_15F03.ctg.jtg7180000290912f_7180000290915f fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_02C07.ctg.ctg7180000080283 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_06A04.ctg.ctg7180000059451 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_01F09.ctg.ctg7180000030951 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_19F08.ctg.ctg7180000349653 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_17C12.ctg.ctg7180000128451 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_99A25.ctg.ctg7180002001290 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_05C01.ctg.ctg7180000097857 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_01A04.ctg.ctg7180000037135 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_01A12.ctg.ctg7180000028114 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_01H10.ctg.ctg7180000216672 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_05A07.ctg.ctg7180000087096 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_01H12.ctg.ctg7180000027406 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_02A04.ctg.ctg7180000024081 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_01F01.ctg.ctg7180000051197 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05G11.ctg.ctg7180000043731 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_20E10.ctg.ctg7180000274540 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_03C06.ctg.ctg7180000064626 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_03D07.ctg.ctg7180000042458 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_15E02.ctg.ctg7180000447752 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_16C08.ctg.ctg7180000140435 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_52H09.ctg.jtg7180000525962f_7180000525963f_7180000525964f_7180000525965f_7180000525966f fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_23C06.ctg.ctg7180000158354 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.2.Luci_18F07.ctg.ctg7180000230582 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_62K01.ctg.ctg7180000203074 fp.2.Luci_02H12.ctg.ctg7180000019696
fp.3.Luci_62K04.ctg.ctg7180000377405 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_05B01.ctg.ctg7180000113817 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_51A03.ctg.ctg7180000219778 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_12D12.ctg.ctg7180000174251 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05E03.ctg.ctg7180000022067 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_21F02.ctg.ctg7180000552666 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_05G06.ctg.ctg7180000103291 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_10A09.ctg.ctg7180000142929 fp.2.Luci_02H12.ctg.ctg7180000019794
fp.3.Luci_02E11.ctg.ctg7180000028886 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_04G11.ctg.ctg7180000204501 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_11E01.ctg.ctg7180000125356 fp.2.Luci_02H12.ctg.ctg7180000020159
fp.3.Luci_05A02.ctg.ctg7180000070311 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_61K05.ctg.ctg7180000746812 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_22B02.ctg.ctg7180000430736 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05B08.ctg.ctg7180000094270 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_13H09.ctg.jtg7180000148320f_7180000170968f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_15B01.ctg.ctg7180000207249 fp.2.Luci_02H12.ctg.ctg7180000019682
fp.3.Luci_03D12.ctg.ctg7180000051085 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_01G08.ctg.jtg7180000128945f_7180000128946f fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_13A03.ctg.ctg7180000289511 fp.2.Luci_02H12.ctg.ctg7180000020193
fp.3.Luci_52E06.ctg.ctg7180000962991 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_01B02.ctg.ctg7180000063260 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_61K04.ctg.ctg7180000716909 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.2.Luci_18F05.ctg.jtg7180000219810f_7180000140148f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_10E07.ctg.ctg7180000202444 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_11D10.ctg.ctg7180000299148 fp.2.Luci_02H12.ctg.ctg7180000019711
fp.3.Luci_04F12.ctg.jtg7180000207487f_7180000191642r fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_01H08.ctg.ctg7180000059679 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.2.Luci_18C12.ctg.ctg7180000241087 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_02B03.ctg.ctg7180000134428 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_05D09.ctg.jtg7180000058885f_7180000090926f fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_01D08.ctg.ctg7180000092853 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_20E10.ctg.ctg7180000287073 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05H06.ctg.ctg7180000043296 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_04A01.ctg.ctg7180000122404 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_01H12.ctg.ctg7180000020982 fp.2.Luci_02H12.ctg.ctg7180000019852
fp.3.Luci_18B04.ctg.ctg7180000319071 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_02D08.ctg.ctg7180000120818 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_02A12.ctg.ctg7180000030227 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_01G06.ctg.ctg7180000062468 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_04F06.ctg.jtg7180000152082f_7180000163422r fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_21D07.ctg.ctg7180000234432 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_05B11.ctg.ctg7180000100615 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_05H10.ctg.jtg7180000108049f_7180000108050f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_14C12.ctg.ctg7180000161112 fp.2.Luci_02H12.ctg.ctg7180000019852
fp.3.Luci_05B08.ctg.ctg7180000089940 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.2.Luci_18G04.ctg.ctg7180000117657 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_04F11.ctg.ctg7180000177528 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_05A10.ctg.ctg7180000098447 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_05C07.ctg.ctg7180000022389 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_01B12.ctg.ctg7180000063109 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_22E03.ctg.ctg7180000195654 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_22A11.ctg.jtg7180000404961f_7180000404137f_7180000333088f fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_13G08.ctg.ctg7180000127308 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_22A11.ctg.ctg7180000408436 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_15G11.ctg.ctg7180000204559 fp.2.Luci_02H12.ctg.ctg7180000020164
fp.3.Luci_11D10.ctg.jtg7180000299514f_7180000299515f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_15F01.ctg.ctg7180000239876 fp.2.Luci_02H12.ctg.ctg7180000020209
fp.3.Luci_51F04.ctg.jtg7180000623722f_7180000623723f fp.2.Luci_02H12.ctg.ctg7180000020281
fp.3.Luci_03B06.ctg.jtg7180000108948f_7180000109077r fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_10F09.ctg.ctg7180000143858 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_01C11.ctg.ctg7180000069807 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_10H04.ctg.ctg7180000297741 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_23D01.ctg.ctg7180000353738 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_20A07.ctg.ctg7180000261704 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_05G02.ctg.ctg7180000092403 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_06B05.ctg.ctg7180000051287 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_02F12.ctg.ctg7180000077561 fp.2.Luci_02H12.ctg.ctg7180000020089
fp.3.Luci_17E01.ctg.ctg7180000118100 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_12A02.ctg.ctg7180000138074 fp.2.Luci_02H12.ctg.ctg7180000019891
fp.3.Luci_17G04.ctg.ctg7180000101723 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_21G05.ctg.ctg7180000311622 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_01C08.ctg.ctg7180000102502 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_05A11.ctg.ctg7180000099707 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_01E10.ctg.ctg7180000056030 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_81E06.ctg.ctg7180000221233 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02C04.ctg.ctg7180000059360 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_02C02.ctg.ctg7180000033832 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01A07.ctg.ctg7180000033991 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_21D10.ctg.ctg7180000263041 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_05B05.ctg.ctg7180000109699 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_23A10.ctg.ctg7180000069874 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_23C11.ctg.ctg7180000092015 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_05C10.ctg.ctg7180000074995 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02C02.ctg.ctg7180000036222 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_15F03.ctg.jtg7180000290912f_7180000290915f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01G10.ctg.ctg7180000126898 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_03E08.ctg.ctg7180000031679 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_05A10.ctg.ctg7180000093198 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_02F05.ctg.ctg7180000055551 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_02E04.ctg.ctg7180000108493 fp.2.Luci_02H12.ctg.ctg7180000019921
fp.3.Luci_09H03.ctg.ctg7180000114579 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_03G01.ctg.ctg7180000025469 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_12A01.ctg.ctg7180000177369 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_03F07.ctg.ctg7180000034758 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_01A05.ctg.ctg7180000029212 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_10G04.ctg.ctg7180000204615 fp.2.Luci_02H12.ctg.ctg7180000020555
fp.3.Luci_18A06.ctg.ctg7180000160026 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_16A05.ctg.ctg7180000255674 fp.2.Luci_02H12.ctg.ctg7180000019729
fp.2.Luci_18H07.ctg.ctg7180000204768 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01H09.ctg.ctg7180000077630 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_03A04.ctg.ctg7180000053283 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_05B11.ctg.ctg7180000100914 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_02G11.ctg.ctg7180000108489 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_01C10.ctg.ctg7180000051372 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_14D10.ctg.jtg7180000121156f_7180000107505f fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_03G05.ctg.ctg7180000026355 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_51A05.ctg.jtg7180000874234f_7180000584543f_7180000874235f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05A10.ctg.ctg7180000097827 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.2.Luci_18G05.ctg.jtg7180000164847r_7180000236215f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_23E03.ctg.ctg7180000129868 fp.2.Luci_02H12.ctg.ctg7180000020280
fp.3.Luci_17F03.ctg.ctg7180000105611 fp.2.Luci_02H12.ctg.ctg7180000019701
fp.3.Luci_52D02.ctg.ctg7180000362109 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_03G12.ctg.ctg7180000025281 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_17F12.ctg.jtg7180000136646f_7180000150950f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_04A06.ctg.ctg7180000138602 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_14A07.ctg.ctg7180000221039 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03B11.ctg.ctg7180000054586 fp.2.Luci_02H12.ctg.ctg7180000019750
fp.3.Luci_20H11.ctg.ctg7180000283750 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05F05.ctg.jtg7180000050495f_7180000090893f fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_18A09.ctg.ctg7180000186411 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_12C12.ctg.ctg7180000164007 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_01H10.ctg.ctg7180000217517 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_19C04.ctg.ctg7180000208387 fp.2.Luci_02H12.ctg.ctg7180000019879
fp.3.Luci_52B02.ctg.jtg7180000539734f_7180000539735f fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_09C12.ctg.jtg7180000137862f_7180000141603r_7180000156268f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_03A12.ctg.ctg7180000030377 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.2.Luci_02H12.ctg.ctg7180000021231 fp.2.Luci_02H12.ctg.ctg7180000019750
fp.3.Luci_03E08.ctg.ctg7180000041601 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.2.Luci_18G06.ctg.ctg7180000238840 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_23C07.ctg.ctg7180000096413 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_01F02.ctg.ctg7180000081053 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_05A06.ctg.ctg7180000095328 fp.2.Luci_02H12.ctg.ctg7180000019936
